tweet_id,favorites,retweets,user_followers,user_favourites,date_time
825535076884762624,57899,17902,8667156,144574,2017-01-29 02:44:34
825147591692263424,18678,4653,8667156,144574,2017-01-28 01:04:51
825120256414846976,0,1296,8667156,144574,2017-01-27 23:16:13
825026590719483904,6451,1296,8667158,144574,2017-01-27 17:04:02
824796380199809024,0,5628,8667158,144574,2017-01-27 01:49:15
824775126675836928,15242,3614,8667158,144574,2017-01-27 00:24:48
824663926340194305,10303,1784,8667158,144574,2017-01-26 17:02:56
824325613288833024,12061,10747,8667159,144574,2017-01-25 18:38:36
824297048279236611,15393,3966,8667159,144574,2017-01-25 16:45:05
824025158776213504,4921,609,8667159,144574,2017-01-24 22:44:42
823939628516474880,10853,2771,8667159,144574,2017-01-24 17:04:50
823719002937630720,0,11494,8667159,144574,2017-01-24 02:28:08
823699002998870016,14262,2581,8667159,144574,2017-01-24 01:08:40
823581115634085888,13317,2697,8667159,144574,2017-01-23 17:20:14
823333489516937216,715,25,8667159,144574,2017-01-23 00:56:15
823322678127919110,16087,4137,8667159,144574,2017-01-23 00:13:17
823269594223824897,0,10146,8667159,144574,2017-01-22 20:42:21
822975315408461824,17708,3540,8667159,144574,2017-01-22 01:12:59
822872901745569793,134820,44425,8667159,144574,2017-01-21 18:26:02
822859134160621569,13573,2353,8667159,144574,2017-01-21 17:31:20
822647212903690241,0,6571,8667159,144574,2017-01-21 03:29:14
822610361945911296,15145,3027,8667159,144574,2017-01-21 01:02:48
822489057087389700,18578,6571,8667159,144574,2017-01-20 17:00:46
822462944365645825,28766,14742,8667159,144574,2017-01-20 15:17:01
822244816520155136,35805,10146,8667159,144574,2017-01-20 00:50:15
822163064745328640,0,4919,8667159,144574,2017-01-19 19:25:24
821886076407029760,11602,2372,8667159,144574,2017-01-19 01:04:45
821813639212650496,0,3447,8667159,144574,2017-01-18 20:16:54
821765923262631936,8621,1693,8667159,144574,2017-01-18 17:07:18
821522889702862852,8227,1815,8667159,144574,2017-01-18 01:01:34
821421320206483457,0,5750,8667159,144574,2017-01-17 18:17:58
821407182352777218,12070,4478,8667159,144574,2017-01-17 17:21:47
821153421864615936,262,10,8667159,144574,2017-01-17 00:33:26
821149554670182400,8864,2057,8667159,144574,2017-01-17 00:18:04
821107785811234820,9816,2197,8667159,144574,2017-01-16 21:32:06
821044531881721856,12954,2343,8667159,144574,2017-01-16 17:20:45
820837357901512704,0,6938,8667159,144574,2017-01-16 03:37:31
820749716845686786,32311,10184,8667159,144574,2017-01-15 21:49:15
820690176645140481,12515,3320,8667159,144574,2017-01-15 17:52:40
820494788566847489,0,578,8667159,144574,2017-01-15 04:56:16
820446719150292993,0,2643,8667159,144574,2017-01-15 01:45:15
820314633777061888,3420,578,8667159,144574,2017-01-14 17:00:24
820078625395449857,20312,6470,8667159,144574,2017-01-14 01:22:35
820013781606658049,0,1217,8667159,144574,2017-01-13 21:04:55
819952236453363712,5452,1217,8667159,144574,2017-01-13 17:00:21
819924195358416896,13216,5004,8667159,144574,2017-01-13 15:08:56
819711362133872643,13750,3199,8667160,144574,2017-01-13 01:03:12
819588359383371776,9869,2046,8667160,144574,2017-01-12 16:54:26
819347104292290561,7407,1242,8667160,144574,2017-01-12 00:55:47
819238181065359361,2337,418,8667160,144574,2017-01-11 17:42:57
819227688460238848,23675,6938,8667160,144574,2017-01-11 17:01:16
819015337530290176,0,37914,8667160,144574,2017-01-11 02:57:27
819015331746349057,0,19486,8667160,144574,2017-01-11 02:57:26
819006400881917954,46410,19486,8667160,144574,2017-01-11 02:21:57
819004803107983360,89143,37914,8667160,144574,2017-01-11 02:15:36
818646164899774465,0,21608,8667160,144574,2017-01-10 02:30:30
818627210458333184,22957,7755,8667160,144574,2017-01-10 01:15:10
818614493328580609,10106,2649,8667160,144574,2017-01-10 00:24:38
818588835076603904,0,6334,8667160,144574,2017-01-09 22:42:41
818536468981415936,11207,2539,8667160,144574,2017-01-09 19:14:36
818307523543449600,0,8364,8667160,144574,2017-01-09 04:04:51
818259473185828864,11309,2354,8667160,144574,2017-01-09 00:53:55
818145370475810820,12623,2653,8667160,144574,2017-01-08 17:20:31
817908911860748288,4988,826,8667160,144574,2017-01-08 01:40:55
817827839487737858,53113,27879,8667160,144574,2017-01-07 20:18:46
817777686764523521,11022,2780,8667160,144574,2017-01-07 16:59:28
817536400337801217,12080,3071,8667160,144574,2017-01-07 01:00:41
817502432452313088,0,3496,8667160,144574,2017-01-06 22:45:43
817423860136083457,34857,15224,8667160,144574,2017-01-06 17:33:29
817415592588222464,5752,984,8667160,144574,2017-01-06 17:00:38
817181837579653120,0,8734,8667160,144574,2017-01-06 01:31:47
817171292965273600,8993,2087,8667160,144574,2017-01-06 00:49:53
817120970343411712,12535,2687,8667160,144574,2017-01-05 21:29:55
817056546584727552,8818,1697,8667160,144574,2017-01-05 17:13:55
816829038950027264,0,4854,8667160,144574,2017-01-05 02:09:53
816816676327063552,10286,2098,8667160,144574,2017-01-05 01:20:46
816697700272001025,10058,2264,8667160,144574,2017-01-04 17:27:59
816450570814898180,31367,8364,8667160,144574,2017-01-04 01:05:59
816336735214911488,8857,2012,8667160,144574,2017-01-03 17:33:39
816091915477250048,9171,2216,8667160,144574,2017-01-03 01:20:49
816062466425819140,0,1062,8667160,144574,2017-01-02 23:23:48
816014286006976512,0,5453,8667160,144574,2017-01-02 20:12:21
815990720817401858,5103,1062,8667160,144574,2017-01-02 18:38:42
815966073409433600,23022,8734,8667161,144574,2017-01-02 17:00:46
815745968457060357,0,4272,8667161,144574,2017-01-02 02:26:09
815736392542261248,10132,2341,8667161,144574,2017-01-02 01:48:06
815639385530101762,8449,1698,8667161,144574,2017-01-01 19:22:38
815390420867969024,10652,3925,8667161,144574,2017-01-01 02:53:20
814986499976527872,7860,1323,8667161,144574,2016-12-31 00:08:17
814638523311648768,11592,2786,8667161,144574,2016-12-30 01:05:33
814578408554463233,0,6021,8667161,144574,2016-12-29 21:06:41
814530161257443328,8901,1919,8667161,144574,2016-12-29 17:54:58
814153002265309185,29612,8966,8667161,144574,2016-12-28 16:56:16
813944609378369540,0,3287,8667161,144574,2016-12-28 03:08:11
813910438903693312,9560,1930,8667161,144574,2016-12-28 00:52:25
813812741911748608,37456,14433,8667161,144574,2016-12-27 18:24:12
813800681631023104,8561,1819,8667161,144574,2016-12-27 17:36:16
813217897535406080,19184,7535,8667161,144574,2016-12-26 03:00:30
813202720496779264,9491,1864,8667161,144574,2016-12-26 02:00:11
813187593374461952,20461,4507,8667161,144574,2016-12-26 01:00:05
813172488309972993,9558,1992,8667161,144574,2016-12-26 00:00:03
813157409116065792,8004,2287,8667161,144574,2016-12-25 23:00:08
813142292504645637,8728,2458,8667161,144574,2016-12-25 22:00:04
813130366689148928,4605,462,8667161,144574,2016-12-25 21:12:41
813127251579564032,12200,3238,8667161,144574,2016-12-25 21:00:18
813112105746448384,10619,2839,8667161,144574,2016-12-25 20:00:07
813096984823349248,10858,3740,8667161,144574,2016-12-25 19:00:02
813081950185472002,10167,2857,8667162,144574,2016-12-25 18:00:17
813066809284972545,8200,2016,8667162,144574,2016-12-25 17:00:08
813051746834595840,21577,7612,8667162,144574,2016-12-25 16:00:16
812781120811126785,7802,1975,8667162,144574,2016-12-24 22:04:54
812709060537683968,6820,1481,8667163,144574,2016-12-24 17:18:34
812503143955202048,6249,1264,8667163,144574,2016-12-24 03:40:19
812466873996607488,8206,2000,8667163,144574,2016-12-24 01:16:12
